Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
atmosphere_atmosphere,org.atmosphere.annotation,SCOPE,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation,SCOPE,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: framework; r; instanceCount; outputStream; invokationCount; a; b1; b; resource; request; response; event
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ManagedPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ManagedPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.AtmosphereHandlerPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.AtmosphereHandlerPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.MeteorPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.MeteorPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ManagedDoublePath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ManagedDoublePath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.WebSocketHandlerPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.WebSocketHandlerPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ArrayBaseWebSocket,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: outputStream
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.ArrayBaseWebSocket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonManagedPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonManagedPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonAtmosphereHandlerPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonAtmosphereHandlerPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonMeteorPath,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.SingletonMeteorPath,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.annotation.path,PathTest.MyInterceptor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: invokationCount
